City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,Mitu,1.1983,-70.1733,22.59,95,97,1.29,CO,1691108257
361,Novaya Igirma,57.1334,103.9112,17.9,58,95,0.96,RU,1691108258
362,Labrador City,52.9463,-66.9114,13.95,67,75,2.06,CA,1691108126
363,Williston,48.147,-103.618,26.69,62,100,2.68,US,1691108258
364,Haiku-Pauwela,20.9219,-156.3051,29.54,54,20,12.35,US,1691108258
365,Zavetnoye,47.1194,43.8903,22.09,70,43,5.35,RU,1691108258
366,Santa Flavia,38.085,13.5351,25.88,57,0,2.09,IT,1691108259
367,Sho'Rchi,38.0141,67.7899,29.18,19,0,1.68,UZ,1691108259
368,Dabola,10.75,-11.1167,22.11,95,84,1.16,GN,1691108259
369,Fish Town,5.1964,-7.8756,21.32,99,73,1.05,LR,1691108259
370,Uglich,57.5275,38.3317,18.08,95,39,2.55,RU,1691108260
371,Whitecourt,54.1502,-115.6855,21.58,43,20,4.63,CA,1691108260
372,Ginir,7.1333,40.7,14.05,77,100,4.67,ET,1691108260
373,Taikang,46.8333,124.4167,19.66,96,100,3.44,CN,1691108260
374,Orsa,54.5153,30.4053,17.09,94,44,4.8,BY,1691108261
375,Sisimiut,66.9395,-53.6735,6.73,83,72,3.06,GL,1691108261
376,Kununurra,-15.7667,128.7333,24.99,41,4,2.57,AU,1691107995
377,Mugia,43.1041,-9.2179,14.95,74,39,7.12,ES,1691108261
378,Borba,-4.3878,-59.5939,23.94,89,94,2.16,BR,1691108262
379,Palmeiras De Goias,-16.805,-49.9258,21.74,30,0,1.86,BR,1691108072
380,Lijiang,26.8688,100.2207,16.07,96,100,0.45,CN,1691108262
381,Praia Da Vitoria,38.7333,-27.0667,23.14,78,75,5.19,PT,1691108262
382,Nova Sintra,14.8667,-24.7167,23.21,76,48,3.47,CV,1691108262
383,Solwezi,-12.1688,26.3894,12.1,63,0,2.77,ZM,1691108263
384,Motueka,-41.1333,173.0167,11.72,57,17,0.57,NZ,1691108264
385,Sayansk,54.1088,102.1648,18.79,64,83,0.03,RU,1691108264
386,Saquarema,-22.92,-42.5103,19.92,78,0,3.41,BR,1691108264
387,Dakhla,23.6848,-15.958,19.9,88,4,9.04,EH,1691108265
388,Sena Madureira,-9.0656,-68.6569,28.64,40,22,0.34,BR,1691108265
389,Fort Payne,34.4442,-85.7197,25.56,88,40,2.06,US,1691108265
390,Smara,26.7384,-11.6719,21.92,77,0,6.02,EH,1691108265
391,Rabo De Peixe,37.8,-25.5833,21.73,83,20,4.63,PT,1691108266
392,Xilin Hot,43.9667,116.0333,20.77,75,100,4.41,CN,1691108266
393,Chibougamau,49.9168,-74.3659,15.79,94,75,3.09,CA,1691108266
394,Noosa Heads,-26.3833,153.15,21.17,59,60,7.05,AU,1691108266
395,Botzingen,48.0764,7.7249,16.65,82,8,2.92,DE,1691108267
396,Valea Stanciului,43.9833,23.8667,24.16,51,0,1.72,RO,1691108267
397,Port Saint John'S,-31.6229,29.5448,16.51,50,0,2.05,ZA,1691108267
398,Mandalgovi,45.7625,106.2708,18.64,65,70,2.35,MN,1691108267
399,Shikhany,52.1167,47.2167,18.18,73,2,1.76,RU,1691108268
400,Kapa'A,22.0752,-159.319,30.99,73,0,7.2,US,1691108268
401,Amurzet,47.6967,131.0981,15.7,80,100,4.84,RU,1691108268
402,Nagari,13.3333,79.5833,27.94,61,5,3.06,IN,1691108180
403,Revelstoke,50.9832,-118.2023,29.01,30,0,2.57,CA,1691108268
404,Fonte Boa,-2.4959,-66.2662,23.84,93,71,0.41,BR,1691108269
405,Sao Felix Do Xingu,-6.6447,-51.995,29.17,34,88,0.3,BR,1691108269
406,Sawakin,19.1059,37.3321,32.68,50,24,7.75,SD,1691108269
407,Aykhal,66.0,111.5,6.57,81,100,3.49,RU,1691108269
408,Kerikeri,-35.2268,173.9474,16.06,83,20,1.79,NZ,1691108270
409,George Town,5.4112,100.3354,28.96,83,20,3.13,MY,1691108210
410,Green River,41.5286,-109.4662,21.22,54,97,2.24,US,1691108271
411,Papantla De Olarte,20.45,-97.3167,30.72,83,100,3.87,MX,1691108271
412,Sotik Post,-0.7813,35.3416,13.35,85,99,3.05,KE,1691108271
413,Blagoveshchenka,52.8333,79.8667,18.36,79,90,1.87,RU,1691108271
414,Alfredo Baquerizo Moreno,-1.9167,-79.5167,28.99,66,25,1.92,EC,1691108271
415,Lorengau,-2.0226,147.2712,28.25,80,29,5.58,PG,1691108272
416,Pembroke,45.8168,-77.1162,19.54,77,81,3.0,CA,1691108244
417,Itoman,26.1247,127.6694,29.21,91,75,16.98,JP,1691108272
418,Fort Mcmurray,56.7268,-111.381,21.77,73,20,2.57,CA,1691108272
419,Constantia,44.1833,28.65,22.61,79,0,3.68,RO,1691108163
420,Kimbe,-5.5502,150.1429,28.84,66,83,4.83,PG,1691108273
421,Cockburn Town,21.4612,-71.1419,28.98,76,99,5.07,TC,1691108273
422,San Sebastian De La Gomera,28.0916,-17.1133,24.2,83,0,0.51,ES,1691108274
423,Karratha,-20.7377,116.8463,21.09,75,13,2.41,AU,1691108274
424,Topki,55.2769,85.6163,17.89,98,98,2.54,RU,1691108274
425,Usakos,-22.0,15.6,14.08,28,40,0.99,NA,1691108275
426,Iskateley,67.6803,53.1512,19.11,70,2,1.49,RU,1691108275
427,Kapiri Mposhi,-13.9652,28.6809,11.48,59,0,2.83,ZM,1691108275
428,Ottappalam,10.7667,76.3833,25.02,94,7,1.16,IN,1691108276
429,Pailon,-17.65,-62.75,25.5,35,0,2.35,BO,1691108276
430,Monchegorsk,67.9397,32.8739,16.5,86,100,2.38,RU,1691108276
431,Wotje,9.4543,170.2367,28.55,77,80,6.13,MH,1691108277
432,Laurel,39.0993,-76.8483,22.47,85,100,2.57,US,1691107715
433,Kalas,18.1667,74.8,23.46,81,100,4.98,IN,1691108277
434,Yung Shue Wan,22.2333,114.1167,31.3,82,97,0.45,HK,1691108277
435,Sao Jose Da Coroa Grande,-8.8978,-35.1478,23.38,72,21,4.17,BR,1691108277
436,Broome,42.2506,-75.833,24.36,74,0,3.58,US,1691108278
437,Quirinopolis,-18.4483,-50.4517,23.13,29,0,1.07,BR,1691108278
438,Mejit,10.2753,170.8646,28.51,75,94,6.09,MH,1691108278
439,Midvagur,62.0511,-7.1939,8.46,87,100,7.72,FO,1691108278
440,Yarmouth,41.7057,-70.2286,21.03,73,0,3.6,US,1691107988
441,Parun,35.4207,70.9221,14.42,60,41,3.33,AF,1691108279
442,Al Qusayr,34.5091,36.5798,22.86,66,0,2.33,SY,1691108279
443,Ewarton,18.1808,-77.0766,28.71,88,76,0.64,JM,1691108279
444,Mananjary,-21.2167,48.3333,19.69,77,88,5.0,MG,1691108279
445,Mar Del Plata,-38.0023,-57.5575,8.94,58,0,4.12,AR,1691108233
446,Arkalyk,50.2486,66.9114,19.19,71,15,3.19,KZ,1691108280
447,Suva,-18.1416,178.4415,23.71,73,75,4.63,FJ,1691108280
448,Monrovia,6.3005,-10.7969,23.87,85,78,3.37,LR,1691108281
449,Pangai,-19.8,-174.35,24.06,64,75,9.77,TO,1691108281
450,Naze,28.3667,129.4833,27.51,87,100,9.78,JP,1691108281
451,Boende,-0.2167,20.8667,21.96,93,92,1.08,CD,1691108281
452,Kabalo,-6.05,26.9167,24.85,42,31,2.75,CD,1691108282
453,Maiurno,13.4167,33.6667,24.76,82,99,3.93,SD,1691108282
454,Carora,10.1755,-70.0827,29.33,52,51,5.78,VE,1691108282
455,Donghai,22.9459,115.642,29.63,79,90,3.94,CN,1691108282
456,Porto Novo,6.4965,2.6036,23.57,88,70,2.53,BJ,1691108283
457,Rio Grande,-32.035,-52.0986,14.06,73,61,3.3,BR,1691108210
458,Pointe Aux Piments,-20.0628,57.5131,23.31,70,16,8.65,MU,1691108283
459,Wynyard,-41.0,145.7167,12.12,95,100,4.24,AU,1691108284
460,Ishigaki,24.3448,124.1572,28.07,94,75,8.75,JP,1691108284
461,Sitia,35.2,26.0986,24.99,76,0,2.56,GR,1691108284
462,Bardsir,29.9227,56.5743,20.65,20,0,1.28,IR,1691108284
463,Ambodifotatra,-16.9833,49.85,23.29,81,46,9.72,MG,1691108285
464,Aktau,43.65,51.2,24.32,40,8,5.34,KZ,1691108285
465,Suoyarvi,62.0833,32.35,16.59,98,100,2.52,RU,1691108285
466,Torit,4.4133,32.5678,20.23,90,99,0.89,SS,1691108285
467,Beaufort West,-32.3567,22.583,14.61,42,12,6.27,ZA,1691108286
468,Camocim,-2.9022,-40.8411,25.65,79,54,5.85,BR,1691108286
469,Zungeru,9.8128,6.1558,23.38,96,67,1.68,NG,1691108286
470,Hrodna,53.6884,23.8258,15.82,85,16,5.46,BY,1691108287
471,Guerrero Negro,27.9769,-114.0611,24.62,63,7,7.61,MX,1691108287
472,Tamanrasset,22.785,5.5228,27.95,24,14,1.54,DZ,1691107999
473,Lagoa,39.05,-27.9833,21.92,77,4,6.23,PT,1691108287
474,Borogontsy,62.6683,131.1683,20.9,50,5,1.94,RU,1691108288
475,Lycksele,64.5954,18.6735,11.93,94,75,0.0,SE,1691108288
476,Shakawe,-18.3667,21.85,12.02,52,0,2.65,BW,1691108289
477,Holualoa,19.6228,-155.9522,26.91,81,75,4.12,US,1691108289
478,St. John'S,47.5649,-52.7093,18.27,69,75,3.09,CA,1691108048
479,Xiaoweizhai,26.1903,107.5125,23.79,92,96,0.15,CN,1691108289
480,Okhotsk,59.3833,143.3,19.82,43,100,5.4,RU,1691108289
481,Kendari,-3.945,122.4989,26.38,81,15,1.23,ID,1691108290
482,Kharp,66.8014,65.8081,18.99,71,4,2.38,RU,1691108290
483,Necochea,-38.5473,-58.7368,6.83,46,51,4.66,AR,1691108290
484,Dong Ha,16.8163,107.1003,27.04,74,100,7.1,VN,1691108291
485,Moroto,2.5345,34.6666,18.16,77,100,1.76,UG,1691108291
486,Zhob,31.3411,69.4481,26.62,60,0,1.27,PK,1691108291
487,Antonina,-25.4286,-48.7119,20.82,86,1,0.68,BR,1691108292
488,Ridgecrest,35.6225,-117.6709,37.92,9,0,5.14,US,1691108008
489,Araxa,-19.5933,-46.9406,17.03,35,0,1.24,BR,1691108292
490,Sadovoye,47.7764,44.5089,25.47,49,79,3.37,RU,1691108292
491,Nagqu,31.5,92.0,7.5,88,100,0.74,CN,1691108293
492,Mount Pearl,47.5166,-52.7813,17.4,72,75,3.09,CA,1691108293
493,Mato Verde,-15.3972,-42.8664,21.61,46,15,1.65,BR,1691108293
494,Takoradi,4.8845,-1.7554,23.56,85,30,3.23,GH,1691108149
495,Entebbe,0.0644,32.4469,22.77,62,95,2.57,UG,1691108294
496,Sydney Mines,46.2367,-60.2177,19.39,78,20,3.09,CA,1691108294
497,Tabuk,17.4189,121.4443,25.92,82,100,0.43,PH,1691108294
498,Ixtapa,20.7,-105.2,27.9,83,100,5.14,MX,1691108295
499,Presque Isle,46.6811,-68.0159,21.12,63,100,5.14,US,1691108295
500,Vernon,50.2581,-119.2691,33.85,17,1,1.54,CA,1691108295
501,Mount Gambier,-37.8333,140.7667,12.06,81,93,7.98,AU,1691108295
502,Antsiranana,-12.2787,49.2917,22.8,75,49,7.9,MG,1691108296
503,Santa Maria Del Oro,25.9333,-105.3667,31.05,22,42,6.34,MX,1691108296
504,Hammerfest,70.6634,23.6821,20.25,73,20,3.09,NO,1691108297
505,Surman,32.7567,12.5716,31.8,37,0,3.91,LY,1691108297
506,Dhidhdhoo,6.8833,73.1,27.71,77,20,5.47,MV,1691108298
507,Corner Brook,48.9667,-57.9484,15.09,86,3,1.2,CA,1691108028
508,Mount Isa,-20.7333,139.5,21.87,49,3,6.17,AU,1691108298
509,Glace Bay,46.1969,-59.957,18.88,82,20,3.09,CA,1691108299
510,Barcelos,41.5388,-8.6151,17.6,77,28,3.35,PT,1691108001
511,Belo Sur Tsiribihina,-19.7,44.55,21.23,59,0,2.41,MG,1691108236
512,Ouro Sogui,15.6,-13.3167,34.73,45,4,3.12,SN,1691108299
513,Qusmuryn,52.4503,64.6311,18.95,78,58,2.31,KZ,1691108300
514,Tynda,55.1667,124.7167,17.22,56,14,1.18,RU,1691108300
515,Padang,-0.9492,100.3543,24.03,86,57,1.46,ID,1691108300
516,Malango,-2.9627,119.9001,23.03,76,16,0.72,ID,1691108300
517,Mahina,-17.5065,-149.489,27.87,65,75,3.6,PF,1691108301
518,Pechora,65.1472,57.2244,18.07,80,29,1.62,RU,1691108301
519,Tibanbang,6.6315,126.1055,27.82,80,59,2.14,PH,1691108301
520,Warangal,18.0,79.5833,24.59,85,100,4.67,IN,1691108302
521,Newman,37.3138,-121.0208,33.19,19,0,3.27,US,1691108302
522,Wani,20.0667,78.95,24.3,88,100,3.3,IN,1691108302
523,Road Town,18.4167,-64.6167,29.05,79,40,2.06,VG,1691108302
524,Villa Rica,33.7321,-84.9191,25.19,61,100,2.72,US,1691108303
525,Khyzy,40.9058,49.0813,23.23,54,4,3.24,AZ,1691108303
526,Kapuskasing,49.4169,-82.4331,18.05,88,100,3.6,CA,1691108303
527,Businga,3.3333,20.8833,21.24,99,87,0.88,CD,1691108304
528,Horta,38.5333,-28.6333,22.79,86,13,2.68,PT,1691108304
529,Kenai,60.5544,-151.2583,16.05,83,40,6.69,US,1691108304
530,Hoquiam,46.9809,-123.8893,27.14,72,0,6.69,US,1691108305
531,Montefiascone,42.5393,12.0362,21.93,92,1,1.34,IT,1691108305
532,Vila Velha,-20.3297,-40.2925,22.19,90,0,1.03,BR,1691108305
533,Tual,-5.6667,132.75,26.25,84,55,9.29,ID,1691108306
534,Almunecar,36.7339,-3.6907,30.16,38,0,6.11,ES,1691108306
535,Sur,22.5667,59.5289,30.95,58,35,3.86,OM,1691108306
536,Port Douglas,-16.4833,145.4667,22.95,71,50,8.17,AU,1691108155
537,Santa Vitoria,-18.8386,-50.1214,22.87,34,0,0.23,BR,1691108307
538,Metu,8.3,35.5833,13.69,98,100,0.81,ET,1691108307
539,Savanna-La-Mar,18.219,-78.1332,29.97,81,88,0.9,JM,1691108307
540,Donskoye,45.4552,41.9741,19.07,83,94,0.96,RU,1691108308
541,Basco,20.4487,121.9702,28.14,86,100,15.9,PH,1691108308
542,Divino Das Laranjeiras,-18.7778,-41.4797,20.98,47,0,1.5,BR,1691108308
543,Phalaborwa,-23.943,31.1411,13.6,67,21,2.37,ZA,1691108308
544,Nuuk,64.1835,-51.7216,9.34,71,20,4.12,GL,1691108308
545,Mulanje,-16.0316,35.5,13.82,92,27,1.95,MW,1691108309
546,Murzuq,25.9155,13.9184,31.46,14,0,4.64,LY,1691108309
547,Berezovo,63.9381,65.0419,18.26,78,37,2.92,RU,1691108309
548,Midelt,32.6852,-4.7451,23.22,31,0,1.69,MA,1691108310
549,Mogocha,53.7333,119.7667,18.19,51,100,1.2,RU,1691108310
550,Prince George,53.9166,-122.753,24.03,42,20,2.06,CA,1691108310
551,Vilhena,-12.7406,-60.1458,24.37,36,36,1.91,BR,1691108311
552,Eureka,40.8021,-124.1637,25.93,83,28,2.24,US,1691108311
553,Rantauprapat,2.1,99.8333,23.67,92,95,0.77,ID,1691108311
554,Bubaque,11.2833,-15.8333,25.67,88,100,2.37,GW,1691108312
555,Fedorovka,53.6314,62.7078,17.31,80,79,3.29,KZ,1691108312
556,Nafada,11.0956,11.3327,24.59,85,100,4.94,NG,1691108312
557,Zaozersk,69.4005,32.4476,16.81,80,39,1.83,RU,1691108312
558,Qinhuangdao,39.9317,119.5883,28.0,89,100,3.72,CN,1691108313
559,Yamba,-5.9,22.3,23.5,36,67,1.57,CD,1691108313
560,Barakani,-12.1356,44.4317,24.54,77,96,6.41,KM,1691108313
561,Sao Paulo De Olivenca,-3.3783,-68.8725,23.74,94,33,0.83,BR,1691108313
562,Sungai Penuh,-2.0833,101.3833,18.79,97,97,1.27,ID,1691108314
563,Centerville,39.6284,-84.1594,28.3,69,75,2.06,US,1691108226
564,Mirny,62.5353,113.9611,11.8,87,100,4.92,RU,1691108314
565,Bir El Ater,34.7449,8.0602,28.16,25,0,1.8,DZ,1691108314
566,Qurayyat,31.3318,37.3428,23.1,56,0,6.17,SA,1691108315
567,Chuhar Jamali,24.3895,67.9923,28.39,76,100,5.74,PK,1691108315
568,Ciudad Lazaro Cardenas,17.9583,-102.2,29.52,67,99,3.48,MX,1691108315
569,Chaparral,3.7232,-75.4832,26.68,46,63,1.21,CO,1691108315
